EJM,KURAMOCHI,AGS,ECC10,SW982,A375,SW1710,REH,HCC2218,DB,BHY,SW1116,HPAC,TCCSUP,HARA,SW1990,HCC1419,NB4,HT55,SW948,OE33,MKN1,RKN,SW1573,GAMG,DEL,HCC1143,ECC12,HOS,RCC10RGB,HCC1395,8305C,KLE,T84,EKVX,HCC202,OVISE,BICR31,SU8686,A498,ACHN,C32,SW1463,SW1271,SW1417,OVTOKO,OE19,HCC1954,BEN,GCT,SW1783,HEL,MCF7,LOXIMVI,RT4,HCC38,MDST8,RD,ST486,SF539,MKN7,HCC1569,KM12,EHEB,T47D,AU565,RL,KATOIII,HH,FADU,HCC1500,SW1088,A101D,A172,HCC1428,HCC1937,SW48,T98G,OE21,KU812,A2780,SIMA,J82,A2058,YAPC,PSN1,NAMALWA,A204,CA46,SF295,DOV13,8505C,A673,MKN45,SF126,SNB75,EN,KELLY,RKO,HT,MM1S,A253,JM1,FU97,SF268,MC116,HCC1806,NB1,BICR22,22RV1,A549
1,2,1,1,1,3,3,1,4,1,2,2,2,3,2,2,4,1,2,2,2,2,3,1,3,1,4,1,3,3,4,3,2,2,2,4,2,2,2,3,3,3,2,3,2,3,2,4,1,3,3,1,4,3,2,4,3,3,1,3,2,4,1,1,4,4,1,2,1,4,4,3,3,3,4,4,1,3,2,1,1,1,3,3,2,2,1,1,1,3,1,3,1,2,3,3,1,1,1,1,1,4,1,1,3,1,2,1,2,1,2
