loss,precision,recall,AUC,AUCPRC
0.3281034529209137,0.8236228823661804,0.6696813106536865,0.920590341091156,0.8495766520500183
0.3320121765136719,0.8107700347900391,0.6837860941886902,0.9169623851776123,0.8511584997177124
0.3188304305076599,0.7857142686843872,0.757798969745636,0.9229937195777893,0.8553917407989502
0.3310762941837311,0.8132715821266174,0.6853055953979492,0.915276288986206,0.8485202193260193
0.3348748981952667,0.7430861592292786,0.801556408405304,0.9204089641571045,0.8525773286819458
