loss,precision,recall,auc_8,auc_9
0.3880910575389862,0.701348066329956,0.8685787916183472,0.9257886409759521,0.8654552698135376
0.3814091086387634,0.7094259262084961,0.855555534362793,0.9272867441177368,0.8662225008010864
0.3961639106273651,0.7015613913536072,0.8448718190193176,0.9203818440437317,0.8504307270050049
0.3808268904685974,0.7064798474311829,0.8627031445503235,0.9297207593917847,0.8687566518783569
0.3876197934150696,0.7124019861221313,0.8546387553215027,0.9260939955711365,0.8616522550582886
