loss,precision,recall,auc_8,auc_9
0.3317835330963135,0.8184183239936829,0.6783096194267273,0.9169281125068665,0.8444473743438721
0.3441084921360016,0.7481327652931213,0.7675606608390808,0.9141461849212646,0.8445285558700562
0.31777361035346985,0.7870910167694092,0.760831892490387,0.9243625998497009,0.8571980595588684
0.32788190245628357,0.8249211311340332,0.6818774342536926,0.9187591671943665,0.8494551181793213
0.3216809630393982,0.7799367308616638,0.7458945512771606,0.9215445518493652,0.8537757992744446
